GSM,ThreadDensity,TensileStrength,Shrinkage,AirPermeability,Thickness,Quality
277.0,171.0,902.0,5.83,105.0,0.56,High
279.0,182.0,701.0,5.38,105.0,0.53,High
104.0,119.0,224.0,4.54,290.0,0.68,Low
215.0,162.0,386.0,2.09,247.0,0.6,Low
347.0,156.0,487.0,0.04,504.0,0.68,High
222.0,126.0,827.0,2.42,357.0,0.65,Medium
138.0,157.0,537.0,5.1,578.0,0.75,Low
105.0,96.0,236.0,3.8,189.0,0.68,Low
126.0,140.0,993.0,4.48,109.0,0.57,Medium
345.0,126.0,336.0,9.81,186.0,0.71,Medium
95.0,198.0,707.0,3.5,250.0,0.5,Medium
215.0,153.0,426.0,4.52,724.0,0.32,Medium
165.0,89.0,519.0,1.34,129.0,0.1,Low
329.0,187.0,381.0,0.48,227.0,0.6,High
349.0,138.0,285.0,7.75,177.0,0.63,Medium
196.0,110.0,666.0,5.71,520.0,0.97,Medium
216.0,171.0,434.0,1.5,579.0,0.45,Medium
255.0,126.0,978.0,5.72,404.0,0.28,Medium
294.0,86.0,998.0,2.54,645.0,0.16,High
161.0,105.0,632.0,2.28,204.0,0.8,Medium
302.0,151.0,695.0,0.12,271.0,0.32,High
182.0,142.0,299.0,1.3,598.0,0.65,Low
93.0,122.0,798.0,3.09,121.0,0.72,Low
238.0,108.0,602.0,1.17,386.0,0.52,Medium
231.0,51.0,595.0,9.86,490.0,0.89,Low
187.0,153.0,726.0,4.71,716.0,0.5,Medium
267.0,100.0,614.0,1.3,248.0,0.36,Medium
177.0,79.0,812.0,1.99,371.0,0.91,Medium
210.0,60.0,876.0,5.88,398.0,0.88,Medium
250.0,157.0,662.0,4.71,271.0,0.25,Medium
262.0,125.0,740.0,8.62,146.0,0.12,Medium
118.0,139.0,825.0,9.61,725.0,0.18,Low
94.0,172.0,818.0,2.47,306.0,0.36,Medium
83.0,174.0,563.0,4.5,552.0,0.98,Low
289.0,171.0,329.0,0.22,494.0,0.6,Medium
240.0,143.0,283.0,6.41,400.0,0.44,Low
95.0,152.0,470.0,4.14,775.0,0.9,Low
187.0,80.0,443.0,2.7,275.0,0.51,Low
306.0,101.0,587.0,2.07,209.0,0.38,Medium
249.0,138.0,413.0,6.54,783.0,0.95,Medium
113.0,125.0,365.0,4.16,301.0,0.86,Low
330.0,178.0,990.0,1.8,267.0,0.86,High
326.0,71.0,258.0,6.89,713.0,0.56,Medium
348.0,89.0,801.0,5.65,185.0,0.81,High
220.0,150.0,703.0,8.59,753.0,0.26,Medium
175.0,160.0,905.0,1.17,150.0,0.62,Medium
118.0,114.0,847.0,6.74,562.0,0.36,Low
108.0,198.0,612.0,1.15,541.0,0.81,Medium
315.0,71.0,428.0,4.42,676.0,0.14,Medium
264.0,148.0,473.0,9.45,443.0,0.79,Medium
315.0,57.0,638.0,1.42,282.0,0.25,Medium
318.0,66.0,761.0,6.43,602.0,0.67,Medium
144.0,139.0,913.0,9.57,593.0,0.95,Medium
256.0,126.0,682.0,3.3,333.0,0.36,High
82.0,194.0,594.0,9.62,397.0,0.3,Low
221.0,130.0,902.0,9.01,343.0,0.22,Medium
237.0,127.0,659.0,2.7,608.0,0.95,Medium
232.0,159.0,609.0,9.96,366.0,0.77,Low
272.0,63.0,611.0,2.53,729.0,0.55,Medium
152.0,121.0,274.0,4.37,755.0,0.53,Low
219.0,192.0,494.0,5.2,300.0,0.2,Medium
266.0,103.0,992.0,2.95,338.0,0.6,High
277.0,62.0,370.0,2.2,514.0,0.98,Medium
141.0,55.0,410.0,4.44,536.0,0.47,Low
215.0,107.0,759.0,1.71,345.0,0.24,High
215.0,75.0,348.0,7.05,251.0,0.21,Low
131.0,96.0,899.0,0.85,491.0,0.27,Medium
215.0,54.0,571.0,6.5,310.0,0.29,Medium
138.0,69.0,679.0,6.54,466.0,0.6,Low
151.0,183.0,350.0,9.56,769.0,0.81,Low
227.0,108.0,340.0,0.03,669.0,0.38,Medium
142.0,195.0,609.0,2.48,185.0,0.18,Low
322.0,181.0,459.0,9.28,154.0,0.52,Medium
186.0,66.0,720.0,9.32,733.0,0.77,Low
305.0,63.0,832.0,7.21,545.0,0.3,Medium
297.0,62.0,570.0,7.66,719.0,0.3,Medium
320.0,126.0,618.0,0.91,403.0,0.95,High
338.0,177.0,300.0,5.14,231.0,0.96,Medium
341.0,93.0,860.0,2.32,520.0,0.99,High
84.0,126.0,857.0,1.81,484.0,0.83,Medium
133.0,126.0,952.0,1.35,146.0,0.29,Medium
126.0,112.0,711.0,4.69,302.0,0.41,Low
294.0,130.0,754.0,9.39,360.0,0.39,Medium
256.0,196.0,294.0,1.86,789.0,0.96,Medium
88.0,197.0,425.0,9.78,123.0,0.81,Low
178.0,149.0,717.0,9.94,786.0,0.75,Medium
99.0,171.0,413.0,5.56,439.0,0.27,Low
320.0,93.0,917.0,1.7,511.0,0.92,High
140.0,153.0,266.0,3.16,360.0,0.85,Low
257.0,110.0,595.0,4.24,385.0,0.25,Medium
141.0,174.0,811.0,3.09,612.0,0.88,Medium
224.0,194.0,211.0,2.81,185.0,0.35,Medium
295.0,120.0,436.0,9.72,529.0,0.17,Medium
82.0,156.0,969.0,4.71,680.0,0.69,Medium
239.0,99.0,598.0,4.71,130.0,0.69,Medium
306.0,114.0,606.0,0.0,702.0,0.19,Medium
348.0,148.0,679.0,5.96,539.0,0.39,High
199.0,81.0,846.0,9.16,448.0,0.99,Medium
168.0,190.0,421.0,2.88,511.0,0.71,Medium
147.0,107.0,355.0,1.86,627.0,0.76,Low
177.0,177.0,853.0,6.52,409.0,0.29,Medium
346.0,191.0,609.0,7.13,495.0,0.17,High
184.0,161.0,357.0,6.88,437.0,0.35,Low
202.0,117.0,615.0,3.19,773.0,0.32,Medium
108.0,89.0,525.0,2.52,536.0,0.31,Low
216.0,193.0,570.0,9.56,762.0,0.27,Medium
274.0,181.0,543.0,9.23,464.0,0.62,Medium
305.0,139.0,461.0,4.57,212.0,0.4,Medium
249.0,77.0,482.0,8.46,275.0,0.84,Low
88.0,145.0,609.0,4.52,248.0,0.27,Low
104.0,52.0,489.0,1.57,481.0,0.11,Low
340.0,185.0,879.0,4.26,322.0,0.53,High
305.0,73.0,246.0,5.37,358.0,0.15,Low
203.0,64.0,914.0,0.23,288.0,0.98,Medium
117.0,94.0,413.0,4.44,405.0,0.81,Low
330.0,57.0,957.0,7.81,477.0,0.54,Medium
255.0,120.0,223.0,6.8,701.0,0.18,Low
169.0,157.0,520.0,6.35,442.0,0.63,Low
116.0,164.0,473.0,9.1,255.0,0.78,Low
160.0,174.0,512.0,5.57,541.0,0.61,Medium
193.0,106.0,562.0,7.87,784.0,0.83,Low
119.0,79.0,867.0,5.41,299.0,0.79,Low
303.0,195.0,579.0,3.24,502.0,0.82,High
194.0,163.0,910.0,1.36,713.0,0.89,Medium
265.0,166.0,873.0,8.88,762.0,0.94,Medium
135.0,109.0,669.0,4.71,722.0,0.46,Low
119.0,147.0,945.0,8.78,702.0,0.61,Medium
119.0,175.0,609.0,5.86,276.0,0.81,Medium
316.0,143.0,315.0,6.74,548.0,0.73,Medium
341.0,183.0,804.0,8.04,640.0,1.0,High
295.0,171.0,241.0,6.59,400.0,0.11,Medium
226.0,157.0,995.0,3.98,406.0,0.42,High
247.0,53.0,578.0,5.14,366.0,0.35,Medium
171.0,142.0,921.0,8.03,313.0,0.34,Medium
138.0,55.0,405.0,3.74,693.0,0.3,Low
138.0,81.0,665.0,3.88,739.0,0.74,Low
248.0,126.0,609.0,0.96,582.0,0.18,High
348.0,195.0,479.0,9.15,361.0,0.77,Medium
124.0,64.0,847.0,0.91,166.0,0.72,Medium
260.0,171.0,817.0,6.48,673.0,0.33,Medium
249.0,145.0,317.0,4.13,232.0,0.33,Medium
270.0,55.0,436.0,4.06,748.0,0.67,Medium
234.0,126.0,508.0,6.8,639.0,0.79,Medium
267.0,169.0,655.0,0.67,611.0,0.89,High
86.0,172.0,674.0,5.94,310.0,0.87,Low
212.0,116.0,299.0,7.72,352.0,0.97,Low
314.0,155.0,460.0,8.28,137.0,0.62,Medium
124.0,188.0,504.0,1.71,142.0,0.92,Medium
328.0,92.0,553.0,8.97,728.0,0.83,Medium
110.0,126.0,485.0,6.56,504.0,0.91,Low
239.0,181.0,302.0,4.85,553.0,0.97,Medium
118.0,90.0,886.0,9.19,404.0,0.82,Low
161.0,182.0,609.0,9.0,332.0,0.21,Low
337.0,84.0,640.0,4.48,344.0,0.46,Medium
285.0,71.0,492.0,2.74,394.0,0.34,Medium
156.0,126.0,937.0,3.93,482.0,0.36,Medium
91.0,161.0,206.0,3.88,257.0,0.21,Low
303.0,60.0,838.0,2.87,504.0,0.83,Medium
92.0,52.0,291.0,2.69,100.0,0.11,Low
125.0,186.0,389.0,8.61,316.0,0.38,Low
234.0,109.0,675.0,0.7,606.0,0.26,Medium
192.0,125.0,710.0,6.78,680.0,0.63,Medium
215.0,136.0,661.0,1.73,129.0,0.33,High
96.0,63.0,252.0,3.45,726.0,0.33,Low
302.0,67.0,953.0,0.62,619.0,0.54,High
267.0,162.0,685.0,2.7,374.0,0.69,Medium
215.0,122.0,843.0,7.68,591.0,0.21,Medium
215.0,72.0,689.0,8.85,135.0,0.26,Low
312.0,132.0,563.0,2.22,410.0,0.32,Medium
303.0,174.0,311.0,4.64,143.0,0.98,Medium
139.0,118.0,608.0,4.7,254.0,0.46,Low
301.0,96.0,206.0,8.74,176.0,0.64,Low
116.0,165.0,941.0,7.63,689.0,0.32,Medium
275.0,79.0,867.0,5.13,712.0,0.54,Medium
215.0,74.0,396.0,6.71,537.0,0.17,Medium
298.0,161.0,934.0,8.47,531.0,0.13,High
271.0,74.0,566.0,0.1,641.0,0.52,Medium
91.0,107.0,794.0,4.71,338.0,0.22,Low
101.0,168.0,579.0,5.43,221.0,0.99,Low
199.0,176.0,670.0,5.3,243.0,0.46,Medium
349.0,127.0,900.0,5.21,554.0,0.97,High
271.0,148.0,654.0,6.55,467.0,0.85,Medium
254.0,165.0,565.0,4.18,346.0,0.52,Medium
283.0,97.0,489.0,7.14,144.0,0.76,Medium
243.0,59.0,602.0,8.61,474.0,0.22,Low
330.0,148.0,257.0,1.55,390.0,0.56,Medium
306.0,60.0,720.0,4.52,306.0,0.35,Medium
86.0,134.0,503.0,4.08,618.0,0.25,Low
108.0,198.0,314.0,6.87,341.0,0.48,Low
112.0,184.0,409.0,2.5,721.0,0.22,Low
213.0,175.0,240.0,6.4,213.0,0.73,Low
158.0,113.0,372.0,4.71,401.0,0.51,Low
137.0,51.0,609.0,4.18,375.0,0.58,Low
105.0,126.0,992.0,9.11,195.0,0.23,Medium
305.0,170.0,789.0,9.93,393.0,0.23,High
178.0,103.0,992.0,2.33,387.0,0.99,Medium
118.0,124.0,602.0,9.5,253.0,0.19,Low
236.0,65.0,238.0,9.58,669.0,0.36,Low
209.0,139.0,534.0,0.15,149.0,0.17,Medium
254.0,193.0,535.0,1.61,306.0,0.89,Medium
215.0,55.0,738.0,9.96,663.0,0.57,Low
101.0,157.0,815.0,1.8,761.0,0.47,Medium
106.0,97.0,273.0,5.03,664.0,0.38,Low
274.0,91.0,390.0,8.48,312.0,0.37,Low
315.0,125.0,523.0,0.2,165.0,0.38,Medium
171.0,126.0,346.0,4.71,331.0,0.9,Low
100.0,181.0,966.0,2.77,762.0,0.75,Medium
215.0,179.0,483.0,8.62,419.0,0.7,Low
341.0,108.0,412.0,2.83,236.0,0.82,Medium
226.0,76.0,834.0,6.87,746.0,0.33,Medium
336.0,128.0,917.0,6.74,665.0,0.66,High
137.0,121.0,951.0,2.21,164.0,0.51,Medium
94.0,56.0,593.0,0.35,613.0,0.8,Low
241.0,160.0,538.0,4.09,231.0,0.38,Medium
242.0,168.0,997.0,2.89,433.0,0.68,High
91.0,112.0,221.0,8.09,131.0,0.89,Low
287.0,173.0,970.0,8.0,597.0,0.46,High
106.0,61.0,304.0,4.57,342.0,0.16,Low
151.0,190.0,665.0,6.07,291.0,0.56,Medium
139.0,92.0,658.0,6.04,241.0,0.41,Low
224.0,66.0,631.0,8.27,759.0,0.71,Low
172.0,112.0,969.0,4.71,700.0,0.96,Medium
87.0,169.0,915.0,2.75,660.0,0.54,Medium
158.0,85.0,973.0,2.65,747.0,0.52,Medium
106.0,57.0,818.0,5.36,290.0,0.69,Low
253.0,118.0,962.0,4.49,248.0,0.19,High
129.0,139.0,420.0,4.4,698.0,0.33,Low
278.0,85.0,578.0,0.91,515.0,0.93,Medium
260.0,77.0,609.0,7.19,619.0,0.7,Low
103.0,167.0,457.0,2.14,115.0,0.11,Low
125.0,142.0,912.0,1.97,205.0,0.28,Medium
94.0,125.0,566.0,4.13,382.0,0.71,Low
232.0,150.0,969.0,2.28,203.0,0.79,High
301.0,193.0,548.0,5.84,460.0,0.86,Medium
285.0,63.0,424.0,3.71,757.0,0.36,Medium
315.0,120.0,913.0,4.49,134.0,0.94,High
215.0,174.0,435.0,2.04,407.0,0.73,Low
245.0,86.0,382.0,1.56,152.0,0.64,Medium
293.0,78.0,911.0,4.71,180.0,0.21,Medium
196.0,192.0,957.0,4.34,715.0,0.97,High
151.0,68.0,643.0,4.12,468.0,0.21,Low
143.0,155.0,822.0,0.36,341.0,0.33,Medium
284.0,70.0,205.0,4.98,130.0,0.83,Low
288.0,113.0,435.0,5.54,460.0,0.66,Medium
151.0,76.0,326.0,5.59,332.0,0.85,Low
174.0,104.0,303.0,7.07,709.0,0.56,Low
245.0,78.0,948.0,1.77,133.0,0.44,Medium
111.0,197.0,679.0,2.52,342.0,0.93,Medium
90.0,74.0,354.0,8.11,158.0,0.13,Low
296.0,119.0,456.0,9.47,628.0,0.87,Medium
181.0,112.0,434.0,1.36,177.0,0.31,Low
346.0,179.0,699.0,4.98,401.0,0.86,High
293.0,199.0,488.0,2.14,777.0,0.23,High
258.0,65.0,709.0,0.6,211.0,0.62,Medium
167.0,195.0,751.0,3.26,512.0,0.9,Medium
120.0,149.0,999.0,1.44,416.0,0.53,Medium
155.0,79.0,908.0,7.1,244.0,0.77,Medium
125.0,94.0,984.0,5.34,767.0,0.82,Medium
239.0,68.0,975.0,1.44,789.0,0.76,Medium
159.0,83.0,768.0,0.09,747.0,0.93,Medium
165.0,190.0,497.0,8.08,117.0,0.5,Low
171.0,111.0,809.0,1.76,450.0,0.26,Medium
227.0,167.0,336.0,6.06,254.0,0.14,Medium
240.0,149.0,575.0,3.37,605.0,0.32,Medium
281.0,71.0,286.0,5.85,459.0,0.23,Low
321.0,160.0,618.0,3.16,431.0,0.6,High
81.0,122.0,953.0,0.87,627.0,0.27,Medium
304.0,196.0,398.0,2.23,111.0,0.14,Medium
312.0,87.0,662.0,1.88,174.0,0.13,Medium
156.0,119.0,636.0,4.28,311.0,0.85,Low
195.0,165.0,509.0,6.58,790.0,0.63,Medium
233.0,128.0,795.0,2.64,740.0,0.42,Medium
182.0,197.0,953.0,0.12,382.0,0.9,High
273.0,58.0,480.0,5.19,294.0,0.16,Medium
245.0,81.0,522.0,6.06,129.0,0.98,Medium
169.0,181.0,963.0,9.63,108.0,0.65,Medium
253.0,99.0,901.0,5.89,408.0,0.27,Medium
201.0,131.0,351.0,4.71,544.0,0.71,Low
222.0,54.0,501.0,5.73,409.0,0.79,Low
185.0,197.0,477.0,9.28,776.0,0.49,Medium
202.0,136.0,850.0,8.28,525.0,0.88,Medium
215.0,175.0,609.0,3.23,690.0,0.24,Medium
341.0,124.0,207.0,2.37,790.0,0.35,Medium
152.0,71.0,434.0,2.63,190.0,0.18,Low
302.0,117.0,874.0,5.04,555.0,0.29,High
120.0,93.0,760.0,7.44,543.0,0.31,Low
283.0,83.0,501.0,5.03,178.0,0.93,Medium
343.0,126.0,237.0,0.68,574.0,0.17,Medium
257.0,91.0,335.0,7.24,202.0,0.48,Low
163.0,186.0,620.0,8.06,722.0,0.58,Medium
86.0,184.0,745.0,4.27,346.0,0.78,Medium
163.0,117.0,278.0,8.89,333.0,0.97,Low
287.0,196.0,947.0,8.45,693.0,0.81,High
101.0,177.0,609.0,5.25,743.0,0.97,Low
82.0,134.0,360.0,6.92,334.0,0.74,Low
206.0,132.0,886.0,8.83,486.0,0.17,Medium
267.0,144.0,507.0,4.96,710.0,0.46,Medium
93.0,81.0,573.0,3.13,137.0,0.68,Low
91.0,115.0,932.0,7.54,260.0,0.42,Low
166.0,165.0,208.0,2.2,561.0,0.35,Low
91.0,187.0,643.0,3.89,548.0,0.62,Low
104.0,179.0,312.0,8.66,216.0,0.94,Low
322.0,109.0,404.0,7.24,340.0,0.13,Medium
201.0,66.0,604.0,4.04,125.0,0.79,Low
226.0,145.0,897.0,2.15,747.0,0.75,High
134.0,193.0,396.0,3.56,661.0,0.97,Low
317.0,65.0,977.0,2.84,397.0,0.94,High
252.0,95.0,973.0,1.76,253.0,0.79,High
300.0,156.0,959.0,7.43,751.0,0.57,High
198.0,137.0,314.0,2.52,567.0,0.28,Low
262.0,126.0,1280.0,4.54,148.0,0.59,Medium
161.0,188.0,852.0,3.86,753.0,0.79,Medium
290.0,168.0,264.0,9.82,145.0,0.91,Medium
229.0,134.0,475.0,3.91,774.0,0.81,Medium
116.0,53.0,438.0,0.8,384.0,0.28,Low
138.0,120.0,501.0,0.9,727.0,0.64,Low
210.0,160.0,591.0,5.91,181.0,0.4,Medium
322.0,126.0,568.0,4.19,372.0,0.28,High
114.0,144.0,432.0,4.32,493.0,0.2,Low
172.0,126.0,394.0,0.54,694.0,0.86,Medium
286.0,114.0,211.0,5.17,157.0,0.33,Medium
292.0,96.0,888.0,4.71,664.0,0.36,Medium
238.0,155.0,376.0,1.5,100.0,0.96,Medium
103.0,179.0,416.0,1.04,315.0,0.44,Low
83.0,155.0,210.0,1.24,416.0,0.11,Low
299.0,73.0,645.0,1.01,327.0,0.36,Medium
99.0,53.0,829.0,6.1,572.0,0.21,Low
231.0,157.0,363.0,1.96,583.0,0.19,Medium
129.0,68.0,750.0,2.51,770.0,0.17,Low
256.0,89.0,252.0,1.74,386.0,0.63,Low
184.0,124.0,917.0,8.55,677.0,0.43,Medium
329.0,61.0,559.0,2.3,557.0,0.88,Medium
196.0,76.0,584.0,3.28,194.0,0.48,Low
307.0,162.0,255.0,2.1,592.0,0.92,Medium
145.0,98.0,317.0,4.92,249.0,0.55,Low
341.0,193.0,452.0,0.2,122.0,0.46,High
322.0,179.0,997.0,6.71,314.0,0.78,High
265.0,109.0,979.0,5.23,498.0,0.17,High
325.0,79.0,379.0,8.99,509.0,0.18,Medium
215.0,133.0,614.0,1.64,230.0,0.69,Medium
347.0,126.0,434.0,8.04,247.0,0.54,Medium
210.0,74.0,907.0,7.92,480.0,0.81,Medium
316.0,145.0,279.0,1.27,208.0,0.92,Medium
97.0,174.0,846.0,3.99,651.0,0.45,Medium
119.0,59.0,884.0,1.7,220.0,0.64,Low
100.0,91.0,676.0,2.55,394.0,0.55,Low
304.0,89.0,639.0,4.71,219.0,0.98,Medium
87.0,126.0,936.0,5.56,555.0,0.85,Medium
179.0,154.0,769.0,4.11,629.0,0.92,Medium
319.0,167.0,292.0,9.48,268.0,0.33,Medium
166.0,91.0,391.0,1.26,242.0,0.8,Low
93.0,96.0,302.0,9.74,136.0,0.34,Low
120.0,156.0,206.0,7.73,360.0,0.95,Low
190.0,76.0,839.0,3.39,330.0,0.12,Medium
93.0,90.0,766.0,1.43,353.0,0.97,Low
209.0,115.0,439.0,6.59,109.0,0.35,Low
224.0,122.0,431.0,4.72,329.0,0.3,Medium
215.0,125.0,656.0,4.96,635.0,0.63,Low
145.0,139.0,432.0,4.71,177.0,0.41,Low
242.0,59.0,553.0,0.88,524.0,0.69,Medium
340.0,69.0,638.0,4.71,500.0,0.16,Medium
243.0,88.0,574.0,0.58,208.0,0.19,Medium
89.0,109.0,491.0,1.41,362.0,0.48,Low
274.0,115.0,544.0,7.17,428.0,0.83,Medium
197.0,114.0,863.0,4.37,462.0,0.9,Medium
349.0,173.0,627.0,4.04,477.0,0.32,High
159.0,179.0,856.0,1.37,440.0,0.62,Medium
172.0,106.0,329.0,5.07,358.0,0.79,Low
345.0,127.0,340.0,1.27,434.0,0.36,Medium
336.0,78.0,614.0,4.77,184.0,0.47,Medium
212.0,64.0,292.0,7.64,621.0,0.57,Low
343.0,61.0,825.0,2.58,670.0,0.22,High
250.0,150.0,483.0,4.81,407.0,0.12,Medium
80.0,133.0,854.0,9.92,361.0,0.24,Low
143.0,174.0,422.0,6.87,730.0,0.66,Low
200.0,152.0,943.0,8.41,779.0,0.17,Medium
254.0,198.0,744.0,7.68,350.0,0.4,Medium
283.0,187.0,475.0,0.41,423.0,0.17,Medium
244.0,159.0,881.0,1.23,328.0,0.27,High
199.0,127.0,339.0,2.03,735.0,0.92,Low
123.0,150.0,556.0,4.02,695.0,0.12,Low
235.0,195.0,912.0,8.46,396.0,0.69,High
286.0,191.0,222.0,3.46,336.0,0.45,Medium
187.0,177.0,935.0,6.55,724.0,0.71,Medium
330.0,107.0,469.0,7.09,316.0,0.63,Medium
209.0,125.0,864.0,5.86,345.0,0.3,Medium
99.0,199.0,532.0,3.57,547.0,0.86,Low
215.0,85.0,284.0,5.77,418.0,0.54,Low
198.0,71.0,820.0,3.42,531.0,0.84,Medium
114.0,176.0,230.0,0.84,503.0,0.47,Low
277.0,129.0,940.0,9.93,136.0,0.99,Medium
324.0,149.0,439.0,1.27,675.0,0.79,Medium
240.0,197.0,588.0,8.79,488.0,0.56,Medium
258.0,126.0,852.0,3.02,133.0,0.53,Medium
285.0,87.0,867.0,6.5,138.0,0.78,Medium
91.0,158.0,498.0,3.29,678.0,0.89,Low
260.0,172.0,570.0,3.91,308.0,0.97,Medium
321.0,193.0,298.0,4.71,251.0,0.39,Medium
295.0,198.0,246.0,3.43,464.0,0.82,Medium
330.0,153.0,621.0,4.11,298.0,0.29,High
205.0,189.0,679.0,7.2,700.0,0.59,Medium
296.0,193.0,778.0,5.12,178.0,0.26,High
264.0,126.0,261.0,9.44,576.0,0.41,Low
118.0,136.0,1232.0,0.42,533.0,0.94,Low
302.0,191.0,878.0,5.03,131.0,0.23,High
263.0,110.0,748.0,5.84,186.0,0.67,Medium
257.0,95.0,318.0,9.2,650.0,0.63,Low
230.0,81.0,797.0,0.49,492.0,0.21,Medium
205.0,64.0,581.0,5.73,712.0,0.39,Low
313.0,93.0,591.0,8.54,343.0,0.61,Medium
87.0,194.0,251.0,2.42,331.0,0.27,Low
208.0,103.0,802.0,8.76,679.0,0.82,Medium
343.0,93.0,488.0,0.19,291.0,0.97,Medium
236.0,147.0,536.0,7.32,639.0,0.29,Medium
84.0,54.0,403.0,9.33,369.0,0.27,Low
165.0,158.0,437.0,6.57,176.0,0.51,Low
272.0,165.0,866.0,0.45,383.0,0.35,High
198.0,136.0,951.0,9.2,188.0,0.12,Medium
297.0,153.0,335.0,4.71,643.0,0.59,Medium
193.0,172.0,606.0,0.29,748.0,0.96,Medium
224.0,128.0,707.0,6.9,255.0,0.45,Medium
105.0,92.0,561.0,4.82,349.0,0.48,Low
215.0,146.0,580.0,1.24,194.0,0.97,Medium
311.0,80.0,775.0,2.14,116.0,0.73,Medium
155.0,148.0,834.0,0.64,216.0,0.75,Medium
80.0,66.0,453.0,5.74,432.0,0.61,Low
226.0,132.0,676.0,6.22,621.0,0.98,Medium
221.0,159.0,313.0,5.06,179.0,0.72,Medium
132.0,81.0,219.0,8.17,745.0,0.91,Low
148.0,190.0,727.0,8.61,531.0,0.73,Medium
169.0,84.0,344.0,6.16,302.0,0.76,Low
299.0,182.0,407.0,0.13,215.0,0.36,Medium
215.0,78.0,730.0,6.95,319.0,0.37,Medium
142.0,119.0,575.0,4.18,352.0,0.8,Low
152.0,144.0,703.0,5.66,268.0,0.37,Medium
240.0,71.0,365.0,6.49,415.0,0.61,Low
168.0,138.0,380.0,4.71,682.0,0.84,Low
255.0,121.0,816.0,1.34,255.0,0.2,Medium
348.0,178.0,811.0,6.72,713.0,0.85,High
324.0,145.0,643.0,9.25,607.0,0.27,Medium
156.0,124.0,531.0,1.13,564.0,0.59,Medium
238.0,103.0,702.0,0.95,319.0,0.35,Medium
177.0,137.0,278.0,3.33,114.0,0.39,Low
181.0,103.0,784.0,3.74,216.0,0.42,Medium
211.0,65.0,887.0,2.14,430.0,0.16,Medium
181.0,148.0,595.0,5.85,155.0,0.99,Medium
215.0,69.0,807.0,4.43,450.0,0.13,Low
161.0,126.0,302.0,0.34,231.0,0.7,Low
208.0,176.0,601.0,3.2,325.0,0.43,Medium
168.0,107.0,423.0,8.1,407.0,0.68,Low
292.0,160.0,717.0,6.9,574.0,0.42,Medium
222.0,178.0,833.0,7.25,321.0,0.71,Medium
144.0,130.0,435.0,6.98,272.0,0.76,Low
155.0,133.0,626.0,3.11,439.0,0.72,Medium
278.0,119.0,315.0,4.71,605.0,0.2,Medium
222.0,57.0,362.0,2.72,256.0,0.69,Low
172.0,78.0,425.0,8.32,250.0,0.35,Low
303.0,161.0,429.0,9.8,796.0,0.13,Medium
181.0,180.0,381.0,4.94,277.0,0.47,Medium
189.0,158.0,517.0,1.4,211.0,0.52,Medium
344.0,69.0,409.0,3.22,782.0,0.73,Medium
82.0,122.0,855.0,5.79,237.0,0.38,Low
164.0,53.0,591.0,0.75,332.0,0.38,Low
196.0,68.0,295.0,9.43,431.0,0.15,Low
300.0,151.0,955.0,3.65,641.0,0.72,High
233.0,190.0,285.0,9.13,406.0,0.61,Medium
232.0,190.0,614.0,7.81,260.0,0.41,Medium
91.0,135.0,593.0,7.55,501.0,0.73,Low
212.0,126.0,895.0,6.07,689.0,0.58,Medium
307.0,160.0,832.0,6.27,377.0,0.52,High
122.0,158.0,700.0,4.71,419.0,0.56,Low
100.0,135.0,803.0,6.29,632.0,0.67,Low
186.0,92.0,781.0,5.54,596.0,0.69,Medium
196.0,91.0,1328.0,9.86,462.0,0.36,Low
203.0,139.0,990.0,7.32,471.0,0.23,Medium
282.0,164.0,848.0,7.77,754.0,0.24,High
130.0,75.0,513.0,8.72,135.0,0.68,Low
220.0,92.0,898.0,2.16,402.0,0.89,Medium
131.0,126.0,420.0,0.84,537.0,0.47,Low
106.0,186.0,637.0,4.83,131.0,0.25,Low
236.0,69.0,245.0,5.14,285.0,0.78,Low
318.0,88.0,989.0,8.29,273.0,0.85,High
235.0,61.0,1564.0,4.44,665.0,0.89,Low
215.0,60.0,719.0,5.71,772.0,0.65,Medium
223.0,91.0,578.0,5.27,349.0,0.87,Medium
185.0,60.0,987.0,0.38,378.0,0.11,Medium
225.0,147.0,533.0,8.28,794.0,0.18,Medium
81.0,68.0,238.0,1.58,101.0,0.74,Low
156.0,183.0,492.0,5.94,293.0,0.16,Low
211.0,165.0,889.0,5.94,265.0,0.55,Medium
169.0,162.0,361.0,1.64,209.0,0.53,Low
342.0,114.0,530.0,1.23,479.0,0.38,High
187.0,148.0,303.0,9.8,682.0,0.88,Low
153.0,121.0,360.0,3.94,775.0,0.25,Low
118.0,101.0,998.0,2.27,384.0,0.42,Medium
238.0,167.0,834.0,1.71,520.0,0.8,High
150.0,169.0,253.0,6.68,212.0,0.13,Low
320.0,56.0,233.0,6.09,327.0,0.71,Low
115.0,60.0,441.0,6.44,570.0,0.83,Low
163.0,152.0,312.0,0.88,627.0,0.94,Low
342.0,126.0,517.0,8.94,595.0,0.89,Medium
251.0,117.0,222.0,3.89,130.0,0.39,Low
252.0,126.0,757.0,3.13,261.0,0.63,High
126.0,151.0,846.0,4.62,477.0,0.17,Medium
220.0,159.0,317.0,3.9,545.0,0.33,Medium
197.0,189.0,900.0,8.64,526.0,0.18,Medium
293.0,100.0,842.0,9.29,795.0,0.38,Medium
299.0,166.0,411.0,3.03,603.0,0.89,Medium
105.0,95.0,617.0,8.64,626.0,0.41,Low
